elapsed_s,fps,tick_mean_ms,tick_p95_ms,tick_max_ms,drain_queue_mean_ms,drain_queue_max_ms,ctrl_spacer_mean_ms,ctrl_spacer_max_ms,dot_click_mean_ms,dot_click_max_ms,frame_mean_ms,frame_max_ms,waveform_mean_ms,waveform_max_ms,meters_mean_ms,meters_max_ms,spectrum_dispatch_mean_ms,spectrum_dispatch_max_ms,frames
23.5,32,27.154,54.093,54.473,26.648,54.215,0.047,0.087,0.005,0.009,0.451,0.737,0.028,0.055,0.141,0.316,0.261,0.551,32
24.5,32,27.007,53.991,54.035,26.478,53.723,0.050,0.090,0.005,0.010,0.471,0.833,0.029,0.063,0.145,0.291,0.275,0.673,32
25.5,32,26.995,54.171,55.185,26.492,54.860,0.045,0.083,0.005,0.010,0.451,0.852,0.026,0.052,0.130,0.249,0.275,0.712,32
26.5,32,26.916,53.853,54.270,26.399,53.951,0.046,0.078,0.005,0.007,0.464,0.806,0.026,0.045,0.137,0.236,0.280,0.647,32
27.6,32,26.994,53.951,53.974,26.457,53.679,0.047,0.079,0.005,0.010,0.482,0.870,0.029,0.060,0.139,0.212,0.292,0.720,32
28.6,32,27.244,55.072,55.891,26.718,55.558,0.051,0.129,0.007,0.040,0.466,0.801,0.029,0.054,0.141,0.284,0.274,0.641,32
29.6,32,27.371,54.933,54.983,26.829,54.680,0.047,0.089,0.005,0.013,0.487,0.768,0.028,0.056,0.148,0.320,0.289,0.613,32
30.6,32,27.216,54.279,60.356,26.689,60.056,0.047,0.093,0.005,0.007,0.472,0.804,0.028,0.087,0.131,0.202,0.291,0.644,32
31.7,32,27.143,55.277,56.020,26.636,55.748,0.047,0.078,0.005,0.009,0.452,0.875,0.028,0.093,0.134,0.233,0.269,0.656,32
32.7,32,27.108,53.924,54.846,26.608,54.557,0.044,0.090,0.005,0.010,0.449,0.784,0.026,0.055,0.137,0.288,0.265,0.586,32
33.7,32,27.067,53.826,54.092,26.540,53.803,0.047,0.082,0.005,0.009,0.472,0.851,0.028,0.071,0.140,0.217,0.282,0.695,32
34.7,32,26.969,53.612,54.734,26.451,54.447,0.048,0.098,0.005,0.010,0.462,0.816,0.027,0.053,0.140,0.277,0.272,0.588,32
35.7,32,26.959,53.671,54.028,26.420,53.699,0.053,0.199,0.005,0.012,0.478,0.801,0.031,0.087,0.147,0.339,0.278,0.623,32
36.8,32,26.825,53.419,54.963,26.288,54.676,0.046,0.091,0.005,0.010,0.483,0.840,0.030,0.089,0.147,0.322,0.284,0.692,32
37.8,32,26.984,54.196,54.492,26.479,54.217,0.046,0.081,0.005,0.009,0.452,0.785,0.026,0.052,0.131,0.222,0.275,0.629,32
38.3,17,25.864,54.273,57.762,25.330,57.485,0.047,0.118,0.005,0.007,0.480,0.750,0.026,0.035,0.133,0.250,0.301,0.612,17
