elapsed_s,fps,tick_mean_ms,tick_p95_ms,tick_max_ms,drain_queue_mean_ms,drain_queue_max_ms,ctrl_spacer_mean_ms,ctrl_spacer_max_ms,dot_click_mean_ms,dot_click_max_ms,frame_mean_ms,frame_max_ms,waveform_mean_ms,waveform_max_ms,meters_mean_ms,meters_max_ms,spectrum_dispatch_mean_ms,spectrum_dispatch_max_ms,frames
13.2,58,2.203,8.645,15.401,0.037,0.101,0.243,8.139,0.080,4.238,1.841,15.291,0.742,10.665,0.607,7.812,0.473,6.034,58
14.2,44,2.478,8.286,15.926,0.070,0.743,0.160,3.763,0.006,0.015,2.238,15.795,0.503,11.160,1.241,11.543,0.472,6.134,44
15.2,33,3.113,13.063,27.109,0.078,0.902,0.442,11.889,0.007,0.014,2.582,27.021,1.775,25.923,0.442,1.861,0.339,0.885,33
16.2,29,1.480,4.072,7.389,0.047,0.131,0.214,4.046,0.007,0.013,1.208,7.314,0.376,4.142,0.370,2.413,0.438,2.830,29
17.2,29,1.454,4.561,5.249,0.169,3.584,0.089,0.260,0.009,0.052,1.183,5.132,0.228,2.004,0.609,4.717,0.320,0.939,29
18.2,21,2.595,11.293,21.026,0.053,0.129,0.824,15.278,0.008,0.013,1.705,10.942,0.919,10.548,0.379,1.249,0.378,0.917,21
19.3,22,2.094,2.506,19.703,0.044,0.095,0.344,5.055,0.007,0.011,1.696,19.623,0.181,0.358,1.144,18.775,0.346,0.901,22
20.3,24,1.763,3.183,11.039,0.051,0.104,0.495,9.178,0.007,0.010,1.205,3.749,0.334,2.639,0.452,3.314,0.392,1.364,24
21.3,21,3.441,11.196,14.113,0.049,0.117,1.443,10.160,0.008,0.018,1.937,6.884,1.205,5.693,0.333,0.507,0.371,1.516,21
22.4,21,5.720,22.409,29.010,0.048,0.104,0.970,15.975,0.008,0.014,4.691,28.889,2.469,27.821,1.824,22.008,0.372,0.988,21
23.4,20,7.332,15.061,98.486,0.050,0.109,0.208,2.511,0.008,0.010,7.062,98.320,5.492,97.618,0.379,1.023,1.162,14.333,20
24.4,21,4.966,21.978,63.760,0.054,0.129,0.355,5.648,0.008,0.018,4.544,58.072,3.840,56.628,0.344,0.669,0.330,0.886,21
25.4,19,2.208,4.286,11.488,0.049,0.123,0.344,2.756,0.007,0.009,1.804,11.373,0.825,10.271,0.470,3.253,0.484,2.738,19
26.4,24,5.292,8.027,74.528,0.065,0.137,0.284,4.634,0.008,0.016,4.930,74.342,0.438,6.007,3.868,74.111,0.595,7.246,24
27.4,35,1.574,5.344,11.637,0.036,0.094,0.494,11.112,0.005,0.011,1.035,7.699,0.204,2.552,0.488,7.567,0.323,1.692,35
28.4,33,1.202,2.903,3.917,0.047,0.145,0.155,2.874,0.006,0.011,0.991,3.855,0.162,0.387,0.448,3.117,0.356,2.388,33
29.5,40,1.209,2.359,7.515,0.037,0.102,0.228,6.878,0.005,0.009,0.936,7.352,0.132,0.217,0.487,7.214,0.298,0.915,40
30.5,42,0.939,1.130,7.587,0.034,0.103,0.219,7.110,0.004,0.008,0.678,1.574,0.131,0.305,0.249,0.418,0.279,0.867,42
31.5,41,0.923,1.980,2.915,0.035,0.088,0.107,2.128,0.006,0.031,0.772,2.110,0.137,0.267,0.312,1.245,0.305,0.993,41
32.5,46,0.847,1.567,2.743,0.037,0.136,0.090,1.850,0.005,0.010,0.713,2.696,0.127,0.208,0.247,0.374,0.321,2.333,46
33.5,50,0.688,1.054,1.158,0.029,0.085,0.040,0.065,0.003,0.006,0.614,1.080,0.129,0.216,0.225,0.328,0.245,0.670,50
34.5,50,0.639,0.894,1.072,0.027,0.076,0.034,0.065,0.003,0.006,0.573,0.991,0.114,0.271,0.218,0.342,0.229,0.626,50
35.5,50,0.677,1.108,1.156,0.028,0.076,0.036,0.062,0.003,0.007,0.607,1.088,0.123,0.217,0.238,0.405,0.232,0.698,50
36.5,49,0.688,1.068,1.385,0.033,0.118,0.044,0.129,0.004,0.007,0.606,1.291,0.122,0.204,0.236,0.373,0.233,0.788,49
37.5,50,0.708,1.016,1.061,0.036,0.192,0.043,0.088,0.004,0.031,0.622,1.004,0.125,0.239,0.230,0.352,0.251,0.610,50
38.5,50,0.683,0.917,0.988,0.033,0.090,0.042,0.154,0.004,0.005,0.602,0.940,0.122,0.256,0.224,0.409,0.240,0.595,50
39.6,50,0.649,0.941,1.022,0.030,0.067,0.039,0.056,0.004,0.006,0.575,0.967,0.114,0.140,0.212,0.298,0.233,0.607,50
40.4,39,0.642,0.897,0.903,0.029,0.083,0.036,0.063,0.004,0.031,0.571,0.853,0.114,0.209,0.217,0.375,0.225,0.508,39
