elapsed_s,fps,tick_mean_ms,tick_p95_ms,tick_max_ms,drain_queue_mean_ms,drain_queue_max_ms,ctrl_spacer_mean_ms,ctrl_spacer_max_ms,dot_click_mean_ms,dot_click_max_ms,frame_mean_ms,frame_max_ms,waveform_mean_ms,waveform_max_ms,meters_mean_ms,meters_max_ms,spectrum_dispatch_mean_ms,spectrum_dispatch_max_ms,frames
45.2,54,0.888,1.603,4.526,0.034,0.102,0.089,1.991,0.005,0.010,0.757,4.427,0.119,0.205,0.302,3.260,0.318,2.484,54
46.3,47,0.924,1.771,3.065,0.046,0.538,0.060,0.106,0.005,0.010,0.810,2.973,0.138,0.637,0.315,1.456,0.338,2.542,47
47.3,42,0.837,1.174,4.427,0.033,0.085,0.052,0.077,0.004,0.007,0.746,4.369,0.130,0.222,0.321,3.674,0.277,0.859,42
48.3,42,0.843,1.263,1.497,0.039,0.140,0.063,0.168,0.006,0.027,0.732,1.410,0.144,0.277,0.266,0.597,0.302,0.938,42
49.3,41,0.980,1.451,4.276,0.033,0.094,0.136,3.426,0.005,0.017,0.803,3.966,0.140,0.312,0.357,3.665,0.287,0.890,41
50.3,40,0.889,1.611,2.526,0.039,0.130,0.060,0.096,0.005,0.011,0.782,2.393,0.183,1.981,0.275,0.412,0.304,1.106,40
51.3,37,1.090,1.487,8.423,0.041,0.153,0.342,6.953,0.006,0.013,0.698,1.438,0.142,0.280,0.258,0.509,0.277,0.686,37
52.3,41,1.126,2.802,7.546,0.036,0.136,0.217,6.631,0.005,0.009,0.865,4.963,0.132,0.196,0.397,4.131,0.316,1.014,41
53.3,42,0.854,1.167,2.838,0.038,0.113,0.060,0.118,0.006,0.012,0.747,2.721,0.144,0.292,0.289,1.587,0.294,0.926,42
54.4,41,1.070,1.471,7.395,0.038,0.091,0.140,3.438,0.008,0.062,0.881,7.147,0.140,0.321,0.429,6.976,0.291,0.917,41
55.4,41,0.894,1.711,2.208,0.037,0.093,0.063,0.147,0.046,1.666,0.745,1.628,0.139,0.182,0.278,0.485,0.309,0.950,41
56.4,42,1.031,1.525,7.724,0.041,0.091,0.062,0.152,0.006,0.012,0.919,7.663,0.140,0.261,0.454,7.043,0.304,1.094,42
57.4,41,0.799,1.240,1.657,0.037,0.138,0.057,0.178,0.005,0.009,0.698,1.513,0.138,0.266,0.264,0.454,0.277,0.918,41
58.4,43,0.980,1.318,5.029,0.038,0.104,0.062,0.185,0.005,0.009,0.871,4.959,0.244,4.041,0.280,0.676,0.327,2.552,43
59.4,42,1.099,1.186,12.397,0.036,0.091,0.058,0.129,0.005,0.011,0.997,12.233,0.140,0.223,0.549,11.028,0.289,0.943,42
60.4,41,0.876,1.522,2.328,0.037,0.108,0.060,0.100,0.006,0.009,0.770,2.202,0.181,1.913,0.259,0.405,0.310,0.963,41
61.5,43,1.144,1.391,7.949,0.034,0.116,0.286,6.789,0.004,0.009,0.816,7.276,0.124,0.226,0.409,7.150,0.265,0.733,43
62.5,40,0.942,1.736,3.219,0.039,0.103,0.101,1.785,0.005,0.009,0.794,3.062,0.206,2.750,0.265,0.429,0.303,0.936,40
63.5,41,1.310,4.719,7.499,0.039,0.106,0.062,0.108,0.006,0.010,1.200,7.370,0.145,0.279,0.691,7.240,0.343,1.464,41
64.5,42,0.924,1.390,4.805,0.040,0.101,0.058,0.173,0.005,0.012,0.818,4.718,0.252,3.941,0.257,0.437,0.289,0.824,42
65.5,40,1.250,4.466,5.367,0.039,0.094,0.064,0.238,0.006,0.009,1.139,5.298,0.204,2.784,0.497,4.487,0.418,4.912,40
66.5,42,0.928,1.605,2.739,0.038,0.094,0.101,1.794,0.005,0.009,0.781,2.655,0.165,1.466,0.262,0.392,0.334,2.120,42
67.5,42,0.815,1.113,1.724,0.039,0.118,0.059,0.100,0.005,0.009,0.708,1.595,0.136,0.302,0.255,0.371,0.297,1.023,42
68.5,42,0.859,1.207,2.563,0.037,0.098,0.062,0.156,0.005,0.013,0.751,2.460,0.142,0.421,0.260,0.483,0.328,1.996,42
69.5,42,0.858,1.172,1.811,0.041,0.141,0.065,0.125,0.006,0.010,0.743,1.711,0.137,0.214,0.298,0.915,0.287,0.668,42
70.6,40,1.050,1.745,8.111,0.045,0.185,0.067,0.154,0.006,0.010,0.929,8.010,0.316,7.005,0.283,0.501,0.308,1.239,40
71.6,42,0.884,1.453,3.130,0.037,0.130,0.108,2.128,0.005,0.012,0.730,2.102,0.136,0.248,0.255,0.422,0.317,1.503,42
72.6,42,0.993,1.217,8.160,0.033,0.087,0.054,0.094,0.005,0.008,0.899,7.966,0.139,0.301,0.430,7.636,0.312,2.027,42
73.6,40,0.961,1.958,2.911,0.042,0.140,0.062,0.111,0.006,0.016,0.848,2.823,0.156,0.521,0.319,2.014,0.352,2.401,40
74.6,43,0.853,1.211,3.875,0.033,0.136,0.054,0.114,0.005,0.011,0.758,3.769,0.207,3.523,0.242,0.378,0.290,0.986,43
75.6,43,0.919,1.323,7.689,0.034,0.097,0.206,6.670,0.005,0.008,0.671,1.358,0.131,0.196,0.245,0.356,0.277,0.881,43
76.7,40,0.892,1.714,2.716,0.040,0.112,0.104,1.750,0.005,0.011,0.739,1.754,0.167,1.166,0.261,0.488,0.291,0.939,40
77.7,41,1.091,1.697,7.605,0.032,0.103,0.050,0.110,0.005,0.010,1.002,7.507,0.138,0.358,0.553,7.371,0.294,0.925,41
78.7,42,0.924,1.447,2.597,0.038,0.097,0.081,0.589,0.005,0.013,0.796,2.415,0.174,1.069,0.321,2.198,0.282,0.921,42
79.7,42,0.846,1.104,4.183,0.035,0.089,0.054,0.080,0.005,0.007,0.750,4.066,0.131,0.175,0.332,3.917,0.268,0.655,42
80.7,40,0.898,1.370,2.331,0.040,0.098,0.113,1.892,0.010,0.157,0.733,1.523,0.146,0.343,0.261,0.423,0.304,0.932,40
81.7,42,1.033,1.285,5.180,0.037,0.090,0.143,3.458,0.006,0.036,0.844,5.035,0.254,4.737,0.278,0.520,0.290,0.902,42
82.7,43,0.965,1.218,7.750,0.034,0.096,0.219,7.173,0.005,0.014,0.704,1.554,0.137,0.290,0.276,1.379,0.273,0.704,43
83.7,41,0.958,1.429,3.029,0.039,0.103,0.062,0.085,0.006,0.042,0.847,2.877,0.252,2.584,0.265,0.389,0.309,0.836,41
84.7,40,1.075,3.876,4.612,0.039,0.155,0.061,0.131,0.005,0.011,0.966,4.457,0.393,3.574,0.258,0.479,0.294,1.023,40
85.8,40,1.119,2.818,5.662,0.041,0.107,0.113,1.896,0.006,0.013,0.956,5.549,0.316,4.508,0.312,1.266,0.306,1.040,40
86.8,44,0.831,1.283,1.793,0.039,0.137,0.061,0.111,0.005,0.011,0.722,1.648,0.138,0.235,0.253,0.457,0.312,1.153,44
87.8,42,1.074,1.443,7.175,0.035,0.096,0.057,0.102,0.005,0.009,0.974,7.085,0.292,6.818,0.339,3.774,0.323,2.123,42
88.9,40,1.460,4.190,12.117,0.043,0.159,0.067,0.155,0.006,0.011,1.340,11.922,0.248,2.334,0.278,0.628,0.789,11.284,40
89.9,49,0.662,0.999,1.082,0.030,0.085,0.039,0.070,0.004,0.029,0.586,1.036,0.116,0.141,0.221,0.294,0.235,0.629,49
90.5,29,0.692,1.002,1.017,0.032,0.129,0.040,0.057,0.004,0.006,0.614,0.970,0.119,0.137,0.230,0.292,0.251,0.625,29
