elapsed_s,fps,tick_mean_ms,tick_p95_ms,tick_max_ms,drain_queue_mean_ms,drain_queue_max_ms,ctrl_spacer_mean_ms,ctrl_spacer_max_ms,dot_click_mean_ms,dot_click_max_ms,frame_mean_ms,frame_max_ms,waveform_mean_ms,waveform_max_ms,meters_mean_ms,meters_max_ms,spectrum_dispatch_mean_ms,spectrum_dispatch_max_ms,frames
48.8,41,0.572,0.773,2.482,0.011,0.025,0.065,0.131,0.006,0.011,0.487,2.361,0.164,2.052,0.300,0.606,0.001,0.003,41
49.8,44,0.491,0.686,1.404,0.012,0.049,0.063,0.125,0.005,0.010,0.407,1.319,0.068,0.150,0.318,1.234,0.001,0.002,44
50.8,46,0.436,0.576,0.653,0.010,0.026,0.058,0.163,0.005,0.011,0.359,0.560,0.064,0.103,0.276,0.434,0.001,0.002,46
51.8,49,0.417,0.588,0.807,0.010,0.137,0.049,0.172,0.004,0.007,0.352,0.729,0.063,0.100,0.272,0.612,0.001,0.002,49
52.8,50,0.369,0.557,0.646,0.007,0.010,0.040,0.134,0.004,0.025,0.316,0.566,0.059,0.124,0.242,0.439,0.001,0.002,50
53.8,50,0.404,0.652,0.694,0.007,0.010,0.041,0.074,0.004,0.005,0.350,0.623,0.064,0.103,0.271,0.509,0.000,0.001,50
54.8,50,0.366,0.422,0.829,0.007,0.013,0.038,0.063,0.003,0.006,0.316,0.742,0.054,0.102,0.247,0.613,0.001,0.007,50
55.8,50,0.361,0.397,0.459,0.007,0.012,0.039,0.061,0.003,0.005,0.310,0.400,0.054,0.074,0.242,0.312,0.001,0.002,50
56.9,50,0.529,0.867,1.014,0.019,0.081,0.037,0.062,0.004,0.016,0.466,0.946,0.092,0.205,0.224,0.319,0.136,0.538,50
57.9,50,0.657,0.995,1.063,0.029,0.068,0.037,0.059,0.003,0.005,0.586,0.994,0.117,0.244,0.222,0.317,0.233,0.623,50
58.9,50,0.672,1.006,1.077,0.030,0.065,0.039,0.061,0.003,0.006,0.597,1.030,0.117,0.212,0.224,0.289,0.243,0.700,50
59.9,50,0.696,1.147,1.240,0.029,0.079,0.041,0.068,0.004,0.006,0.620,1.167,0.129,0.252,0.237,0.413,0.239,0.659,50
60.9,50,0.654,1.013,1.100,0.026,0.073,0.036,0.068,0.003,0.005,0.586,1.012,0.121,0.211,0.225,0.321,0.227,0.593,50
61.9,50,0.656,0.971,1.058,0.027,0.077,0.037,0.060,0.003,0.006,0.587,0.980,0.121,0.213,0.222,0.341,0.231,0.585,50
62.9,50,0.667,0.993,1.237,0.028,0.078,0.037,0.064,0.003,0.006,0.597,1.155,0.128,0.216,0.230,0.428,0.225,0.548,50
63.9,50,0.680,1.113,1.229,0.027,0.076,0.038,0.061,0.003,0.006,0.609,1.153,0.126,0.211,0.242,0.425,0.228,0.556,50
64.9,49,0.653,0.935,1.012,0.029,0.058,0.038,0.055,0.003,0.005,0.580,0.956,0.116,0.191,0.221,0.261,0.228,0.595,49
65.9,50,0.656,0.912,0.975,0.028,0.084,0.037,0.060,0.003,0.005,0.586,0.905,0.117,0.229,0.223,0.370,0.232,0.514,50
66.9,50,0.653,0.941,0.963,0.029,0.082,0.036,0.054,0.003,0.006,0.583,0.918,0.112,0.198,0.217,0.270,0.240,0.581,50
67.9,50,0.642,0.907,1.019,0.028,0.075,0.037,0.051,0.003,0.006,0.572,0.970,0.112,0.162,0.217,0.259,0.229,0.622,50
69.0,50,0.671,0.968,1.006,0.031,0.086,0.037,0.063,0.003,0.006,0.597,0.941,0.121,0.222,0.223,0.373,0.240,0.582,50
70.0,51,0.677,1.046,1.121,0.027,0.075,0.037,0.068,0.003,0.005,0.607,1.054,0.123,0.220,0.237,0.444,0.233,0.565,51
71.0,50,0.667,0.913,1.149,0.028,0.073,0.037,0.064,0.003,0.006,0.597,1.077,0.122,0.273,0.232,0.361,0.230,0.588,50
72.0,50,0.651,0.934,1.110,0.028,0.096,0.037,0.064,0.003,0.006,0.581,1.037,0.117,0.276,0.222,0.328,0.228,0.529,50
73.0,50,0.640,0.924,1.076,0.026,0.076,0.035,0.059,0.003,0.005,0.574,1.006,0.114,0.300,0.218,0.271,0.228,0.591,50
74.0,50,0.655,0.995,1.135,0.027,0.079,0.036,0.068,0.003,0.008,0.587,1.049,0.122,0.232,0.228,0.368,0.224,0.582,50
75.0,50,0.660,0.984,1.093,0.029,0.079,0.038,0.085,0.003,0.008,0.588,1.032,0.116,0.224,0.222,0.311,0.236,0.671,50
76.1,50,0.704,1.119,1.382,0.029,0.073,0.040,0.104,0.003,0.007,0.630,1.268,0.140,0.389,0.239,0.416,0.235,0.692,50
77.1,50,0.701,1.014,1.259,0.031,0.083,0.046,0.162,0.004,0.011,0.618,1.172,0.126,0.293,0.233,0.365,0.244,0.670,50
78.1,49,0.684,1.046,1.203,0.031,0.084,0.040,0.067,0.004,0.027,0.606,1.119,0.118,0.213,0.238,0.590,0.234,0.688,49
79.1,50,0.662,0.936,1.007,0.030,0.084,0.038,0.068,0.004,0.029,0.588,0.961,0.117,0.228,0.225,0.323,0.232,0.505,50
80.1,50,0.649,0.976,1.150,0.026,0.079,0.035,0.072,0.003,0.005,0.583,1.082,0.117,0.217,0.221,0.405,0.232,0.653,50
81.1,50,0.660,0.958,1.277,0.028,0.073,0.036,0.062,0.003,0.006,0.591,1.198,0.122,0.218,0.231,0.431,0.224,0.527,50
82.1,50,0.685,1.118,1.147,0.027,0.075,0.037,0.061,0.003,0.006,0.616,1.080,0.129,0.220,0.243,0.396,0.229,0.606,50
83.1,50,0.636,0.959,1.077,0.026,0.078,0.034,0.071,0.003,0.006,0.571,1.004,0.115,0.207,0.218,0.328,0.224,0.565,50
84.1,50,0.678,1.091,1.390,0.029,0.145,0.036,0.060,0.003,0.006,0.608,1.332,0.129,0.342,0.233,0.490,0.232,0.713,50
85.1,49,0.665,0.956,1.119,0.029,0.084,0.039,0.063,0.003,0.005,0.591,1.047,0.121,0.210,0.221,0.311,0.235,0.582,49
86.1,49,0.696,0.985,1.286,0.034,0.089,0.045,0.068,0.004,0.006,0.611,1.198,0.125,0.216,0.233,0.421,0.237,0.569,49
87.1,50,0.686,0.966,1.070,0.029,0.085,0.040,0.066,0.004,0.006,0.611,1.010,0.122,0.225,0.234,0.427,0.240,0.631,50
88.2,50,0.645,0.930,1.005,0.028,0.057,0.035,0.048,0.003,0.008,0.577,0.949,0.115,0.158,0.222,0.322,0.227,0.588,50
89.2,50,0.638,0.877,0.935,0.028,0.088,0.036,0.055,0.003,0.005,0.569,0.874,0.113,0.223,0.213,0.235,0.228,0.515,50
90.2,50,0.695,1.066,1.294,0.028,0.080,0.039,0.071,0.003,0.007,0.623,1.213,0.138,0.250,0.237,0.436,0.234,0.640,50
91.2,50,0.695,1.118,1.218,0.028,0.072,0.038,0.066,0.003,0.006,0.623,1.150,0.145,0.286,0.236,0.385,0.228,0.553,50
92.2,50,0.689,1.062,1.227,0.029,0.139,0.037,0.069,0.003,0.005,0.617,1.152,0.140,0.268,0.236,0.458,0.228,0.602,50
93.2,50,0.687,1.035,1.200,0.027,0.078,0.038,0.086,0.003,0.007,0.617,1.121,0.141,0.248,0.230,0.342,0.228,0.594,50
94.2,50,0.715,1.134,1.173,0.030,0.176,0.042,0.184,0.004,0.006,0.637,1.100,0.154,0.324,0.235,0.424,0.234,0.652,50
95.2,49,0.721,1.094,1.122,0.029,0.074,0.039,0.058,0.004,0.007,0.647,1.071,0.146,0.306,0.240,0.373,0.247,0.634,49
96.2,50,0.675,0.950,1.000,0.029,0.076,0.037,0.055,0.003,0.005,0.603,0.943,0.132,0.237,0.223,0.305,0.235,0.535,50
97.2,50,0.666,0.914,1.048,0.029,0.080,0.037,0.060,0.003,0.005,0.595,1.007,0.119,0.193,0.223,0.313,0.238,0.670,50
98.2,49,0.663,0.975,1.093,0.029,0.066,0.037,0.052,0.003,0.005,0.592,1.025,0.117,0.167,0.228,0.335,0.234,0.587,49
99.3,50,0.667,0.941,1.041,0.031,0.109,0.041,0.065,0.004,0.007,0.590,0.978,0.120,0.217,0.223,0.388,0.233,0.542,50
100.3,50,0.676,0.985,1.145,0.028,0.074,0.040,0.125,0.004,0.006,0.602,1.075,0.122,0.217,0.232,0.341,0.233,0.543,50
101.3,50,0.688,0.992,1.089,0.029,0.077,0.039,0.065,0.004,0.010,0.611,1.011,0.126,0.215,0.239,0.479,0.233,0.565,50
102.3,50,0.669,1.042,1.204,0.027,0.074,0.038,0.061,0.004,0.031,0.598,1.127,0.123,0.213,0.234,0.417,0.227,0.496,50
103.3,50,0.669,1.108,1.148,0.029,0.095,0.038,0.063,0.004,0.006,0.596,1.070,0.122,0.215,0.224,0.346,0.236,0.661,50
104.3,50,0.684,1.072,1.183,0.031,0.084,0.045,0.089,0.004,0.009,0.602,1.118,0.123,0.215,0.230,0.437,0.234,0.534,50
105.3,49,0.674,1.019,1.301,0.028,0.062,0.038,0.088,0.003,0.007,0.603,1.191,0.120,0.294,0.225,0.413,0.244,0.624,49
106.3,50,0.657,0.983,1.126,0.028,0.057,0.037,0.062,0.004,0.035,0.586,1.052,0.115,0.201,0.226,0.377,0.231,0.696,50
107.3,50,0.666,0.934,0.978,0.031,0.083,0.040,0.063,0.004,0.007,0.589,0.910,0.114,0.211,0.225,0.399,0.235,0.549,50
108.3,50,0.665,0.943,0.995,0.030,0.068,0.040,0.049,0.004,0.005,0.590,0.932,0.117,0.184,0.224,0.263,0.235,0.557,50
109.3,49,0.704,1.083,2.109,0.032,0.100,0.041,0.085,0.004,0.008,0.624,1.997,0.121,0.212,0.233,0.419,0.255,1.339,49
110.4,50,0.716,1.115,1.228,0.030,0.081,0.045,0.166,0.004,0.007,0.635,1.136,0.125,0.245,0.235,0.381,0.260,0.712,50
111.4,50,0.673,1.061,1.194,0.027,0.072,0.040,0.137,0.003,0.006,0.601,1.119,0.121,0.212,0.232,0.446,0.234,0.547,50
112.4,50,0.660,0.975,1.089,0.027,0.076,0.035,0.066,0.003,0.007,0.592,1.005,0.124,0.269,0.225,0.341,0.230,0.557,50
113.4,50,0.654,1.029,1.153,0.026,0.078,0.036,0.060,0.003,0.005,0.587,1.084,0.119,0.208,0.231,0.399,0.223,0.475,50
114.4,50,0.668,1.043,1.161,0.027,0.077,0.038,0.071,0.003,0.007,0.597,1.084,0.120,0.314,0.229,0.314,0.234,0.612,50
115.4,49,0.668,0.951,1.138,0.029,0.079,0.038,0.061,0.003,0.006,0.595,1.088,0.119,0.213,0.226,0.387,0.236,0.570,49
115.8,16,0.677,0.925,0.950,0.030,0.058,0.040,0.050,0.004,0.005,0.601,0.897,0.121,0.144,0.232,0.283,0.233,0.506,16
